Molecule ChEMBL ID,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL5191477,9,CNCCOc1cnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,,
CHEMBL5204412,12,Brc1ccc(-c2ncc(OCC3CCNC3)nc2-c2ccc(Br)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,,
CHEMBL5183894,15,Clc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Cl)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,,
CHEMBL3758396,22,N#Cc1ccc(-c2nc(OCC3CCNCC3)cnc2-c2ccc(Br)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,,
CHEMBL4852716,26,OCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(CO)cc2)cc1,IC50,'=',10000,nM,5,,,UO_0000065,12.33,0.23,1.83,5.71,0,CHEMBL5123693,Inhibition of human p300 HAT domain (1195 to 1673 residues) using histone H3 peptide and acetyl-coA as substrates preincubated for 10 mins followed by substrate addition and measured after 30 mins by beckman scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL5120858,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.6667 hr,INHIBITOR,
CHEMBL4524475,29,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)N1C/C=C/CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,Kd,'=',690,nM,6.16,,,UO_0000065,6.38,0.12,10.05,1.43,0,CHEMBL4481817,Binding affinity to p300 CH1 domain (unknown origin) by fluorescence anisotropy competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4480430,1,Scientific Literature,Bioorg Med Chem,2019,None,,,
CHEMBL4542925,15; ETP2,CN1C(=O)[C@@]2(Cc3ccc(CCc4ccc(C[C@@]56SS[C@@](CO)(C(=O)N5C)N(C)C6=O)cc4)cc3)NC(=O)[C@]1(CO)SS2,Kd,'=',3620,nM,5.44,,,UO_0000065,8.23,0.17,3.8,4.17,0,CHEMBL4481813,Binding affinity to human GST-fused p300 CH1 domain (323 to 423 residues) under hypoxic condition by SPR assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4480430,1,Scientific Literature,Bioorg Med Chem,2019,None,,,
CHEMBL4593074,HIF- 1alpha (786 to 826 residues),CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)C(C)C,Kd,'=',16,nM,7.8,,,UO_0000065,1.73,None,None,None,0,CHEMBL4481821,Binding affinity to p300 (unknown origin) by fluorescence anisotrophy,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4480430,1,Scientific Literature,Bioorg Med Chem,2019,None,,,
CHEMBL502089,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL33778,Anacardic acid,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,IC50,'=',8500,nM,5.07,,,UO_0000065,14.55,0.28,-1.65,8.81,0,CHEMBL4325421,Inhibition of recombinant human full-length His6-tagged p300 expressed in baculovirus infected Sf21 insect cells using [3H]acetylCoA as substrate preincubated for 10 mins followed by substrate addition and measured after 10 mins by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4321876,1,Scientific Literature,J Med Chem,2020,CHEMBL4106362,,,
CHEMBL4472048,B004; CCDC 1935818,CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C)C1=O,IC50,'=',46,nM,7.34,,,UO_0000065,15.4,0.29,4.42,6.79,0,CHEMBL4325427,Inhibition of p300 (unknown origin) using histone H3 (1 to 21 residues) as substrate preincubated for 15 mins followed by substrate and [3H]acetyl-CoA addition and measured after 60 mins by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4321876,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4513653,B005,CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C(F)(F)F)C1=O,IC50,'=',10,nM,8,,,UO_0000065,15.08,0.29,4.54,7.4,0,CHEMBL4325427,Inhibition of p300 (unknown origin) using histone H3 (1 to 21 residues) as substrate preincubated for 15 mins followed by substrate and [3H]acetyl-CoA addition and measured after 60 mins by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4321876,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4587968,B026,Cn1cc(-c2ccc3c(c2)CC[C@]32NC(=O)N(CC(=O)N3Cc4cc(F)ccc4OC[C@H]3C(F)(F)F)C2=O)cn1,IC50,'=',1.8,nM,8.74,,,UO_0000065,15.69,0.3,5.47,9.04,0,CHEMBL4325427,Inhibition of p300 (unknown origin) using histone H3 (1 to 21 residues) as substrate preincubated for 15 mins followed by substrate and [3H]acetyl-CoA addition and measured after 60 mins by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4321876,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL222573,1b,O=C(/C=C(O)/C=C/c1ccc(O)c(C(=O)O)c1)/C=C/c1ccc(O)c(C(=O)O)c1,Activity,'=',50,%,,,,UO_0000187,,,,,0,CHEMBL904260,Activity of GST-p300 HAT assessed as HAT activity at 21 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL1142987,1,Scientific Literature,J Med Chem,2007,None,,,
CHEMBL116438,curcumin,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Activity,,,,,,Not Active,,,,,,0,CHEMBL904262,Inhibition of GST-p300 HAT expressed in bacteria assessed as histone acetylation,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL1142987,1,Scientific Literature,J Med Chem,2007,None,,,
CHEMBL1720939,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4593074,HIF- 1alpha (786 to 826 residues),CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)C(C)C,Kd,'=',45,nM,7.35,,,UO_0000065,1.63,None,None,None,0,CHEMBL4481828,Binding affinity to p300 (unknown origin) by ITC assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4480430,1,Scientific Literature,Bioorg Med Chem,2019,None,,,
CHEMBL2203537,DCH36_03,CN1C(=O)/C(=C/c2c[nH]c3ccccc23)C(=O)NC1=S,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL4269181,Inhibition of p300 (unknown origin) using human histone as substrate measured after 60 mins in presence of [3H]-acetyl-CoA by microbeta counting method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4265983,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL33778,Anacardic acid,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,IC50,'=',8500,nM,5.07,,,UO_0000065,14.55,0.28,-1.65,8.81,1,CHEMBL4269219,Inhibition of recombinant His6-tagged human P300 expressed in Baculovirus-infected Sf21 cells using histone peptide as substrate after 10 mins in presence of [14C]-acetyl CoA by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4265983,1,Scientific Literature,Bioorg Med Chem,2018,None,,,
CHEMBL235195,65,CC(C)C1=CC2=CC(=O)[C@H]3C(C)(C)CCC[C@]3(C)C2=C(O)C1=O,IC50,'=',4850,nM,5.31,,,UO_0000065,16.9,0.32,1,9.77,0,CHEMBL4733333,Inhibition of N-terminal His/GST-tagged human p300 HAT (965 to 1810 residues) expressed in Sf9 insect cells using H3 peptide as substrate in presence of Ac-CoA measured after 60 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4732056,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,
CHEMBL3421957,9e,C=CCN1C(=O)C(=Cc2ccc(O)c(OC)c2)C(=O)N(CC=C)C1=O,Inhibition,'=',67.33,%,,,,UO_0000187,,,,,0,CHEMBL3424787,Inhibition of P300 (unknown origin) using histone H3/[acetyl-3H]-acetyl coenzyme A as substrate at 100 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3421539,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL3421942,7d,COc1ccc(C=C2C(=O)N(Cc3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1O,Inhibition,'=',97.28,%,,,,UO_0000187,,,,,0,CHEMBL3424787,Inhibition of P300 (unknown origin) using histone H3/[acetyl-3H]-acetyl coenzyme A as substrate at 100 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3421539,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL3421940,7b,O=C1C(=Cc2ccc(O)cc2)C(=O)N(Cc2ccccc2)C(=O)N1Cc1ccccc1,IC50,'=',2100,nM,5.68,,,UO_0000065,13.77,0.25,1.71,7.29,0,CHEMBL3424792,Inhibition of P300 (unknown origin) using histone H3/[acetyl-3H]-acetyl coenzyme A as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3421539,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL3421961,7h,Cc1cc(O)cc(C)c1C=C1C(=O)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)C1=O,Ki,'=',9400,nM,5.03,,,UO_0000065,11.41,0.21,0.45,6.45,0,CHEMBL3424834,Noncompetitive inhibition of P300 (unknown origin) using biotinylated H3 as substrate after 15 mins by double reciprocal plot analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3421539,1,Scientific Literature,J Med Chem,2015,None,,,
CHEMBL2169993,14C-KCN-1,COc1cc(S(=O)(=O)N(Cc2ccc3c(c2)C=CC(C)(C)O3)c2ccccc2)ccc1O[14CH3],Activity,,,,,,Active,,,,,,0,CHEMBL2173109,Binding affinity to GST-tagged recombinant P300 CH1 domain expressed in Escherichia coli BL21 by Coomassie staining-based gel electrophoresis,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2169864,1,Scientific Literature,ACS Med Chem Lett,2012,None,,,
CHEMBL2163595,6d,CC1(C)C=Cc2cc(CN(CC3CC3)S(=O)(=O)c3ccccn3)ccc2O1,Activity,'=',49,%,,,,UO_0000187,,,,,0,CHEMBL2169671,Inhibition of P300 CH1 domain-mediated HIF1 transcriptional activity in human LN229-V6R cells assessed as remaining activity at 2.5 uM incubated for 1 hr under normoxia followed by 24 hrs under hypoxia by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LN229-V6R,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL2163270,1,Scientific Literature,J Med Chem,2012,None,,,
CHEMBL3126485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL500215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4466490,16h,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OCc4ccc([N+](=O)[O-])cc4)c3c[n+]1CCC2.[Br-],IC50,'<',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4407052,Displacement of [3H]-acetyl-CoA from P300 (unknown origin) using peptide as substrate after 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4406797,1,Scientific Literature,Eur J Med Chem,2019,None,,,
CHEMBL4573400,14,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL4451357,19,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL4454674,23,Cc1ccc(-n2nc(C(=O)N3CCN4CCCC4C3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL4550548,30,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1F,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4415522,Inhibition of EP300 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4414574,1,Scientific Literature,J Med Chem,2019,None,,,
CHEMBL4575499,7; SYC-1395,CC(C)(C)c1ccc(-c2sc(C(=O)NCC3CCNCC3)cc2-c2ccc(CN3CCNCC3)cc2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4346049,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4532765,25,c1cc(-c2ccc(-c3cc(CNCC4CCNCC4)sc3-c3ccc(CN4CCCCC4)cc3)cc2)co1,IC50,'=',4600,nM,5.34,,,UO_0000065,10.15,0.19,-2.08,13.2,0,CHEMBL4346049,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4555712,31,COc1ccc(-c2cc(CNCC3CCNCC3)sc2-c2ccc(OC)c(OC)c2)cc1OC,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4346049,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4438839,32,c1ccc(-c2cccc(-c3cc(CNCC4CCNCC4)sc3-c3cccc(-c4ccccc4)c3)c2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL4346049,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4535532,37,CC(C)(C)c1ccc(-c2nc(CNCC3CCNCC3)sc2-c2ccc(C(C)(C)C)cc2)cc1,IC50,'=',8600,nM,5.07,,,UO_0000065,10.65,0.2,-2.09,13.71,0,CHEMBL4346049,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4470175,8,CC(C)(C)c1ccc(-c2sc(C(=O)NCC3CCNCC3)cc2-c2ccoc2)cc1,Inhibition,'=',36,%,,,,UO_0000187,,,,,0,CHEMBL4346048,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells at 10 uM using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4555712,31,COc1ccc(-c2cc(CNCC3CCNCC3)sc2-c2ccc(OC)c(OC)c2)cc1OC,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL4346048,Inhibition of recombinant human GST-tagged p300 HAT domain (1195 to 1673 residues) expressed in Escherichia coli BL21 codon plus cells at 10 uM using Histone H3 peptide (1 to 21) and [3H]acetyl-CoA as substrate preincubated with enzyme for 10 mins followed by substrate addition and measured after 30 mins by scintillation counting method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4342520,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL3926851,42,Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12,Kd,'=',220,nM,6.66,,,UO_0000065,16.88,0.3,0.42,9.85,0,CHEMBL4332538,Binding affinity to human partial length EP300 (A1040 to G1161 residues) expressed in bacterial expression system after 1 hr by bromoscan assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL4330118,1,Scientific Literature,Bioorg Med Chem,2019,None,,,
CHEMBL3263524,2b,Cc1csc(NN=C2CCCC2)n1,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
CHEMBL591000,5b,O=C1CSC(NN=C2CCCC2)=N1,Inhibition,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL3269130,Inhibition of recombinant human p300 catalytic domain (1284 to 1673 aa) using histone H3 at 100 uM after 1 hr by radiochemical assay in presence of [acetyl-3H]-acetyl coenzyme A,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,CHEMBL3259575,1,Scientific Literature,Eur J Med Chem,2014,None,,,
